Author,Secondary Author(s),Illustrators,Translators,Book,clustered_book,School District,Missouri,IN P DOC,Date,Notes,"Challenge/Complaint Status

",Status,"Status Notes - See ""By School District"" Tab for More Detail",Details of Restriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Forte, Virginia",,,,The History of Western Painting (Britannica Guide to the Visual and Performing Arts),The Sacrifice of Darkness,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gay, Roxanne",,,,The Sacrifice of Darkness,Grass,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gendry-Kim, Keum Suk",,,,Grass,The Essential Salvador Dali,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goff, Robert",,,,The Essential Salvador Dali,A Gift for a Ghost,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"González, Borja",,,,A Gift for a Ghost,The Essential Mary Cassatt,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gouveia, Georgette",,,,The Essential Mary Cassatt,"1001 Comics You Must Read Before You Die: The Ultimate Guide to Comic Books, Graphic Novels, and Manga",Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gravett, Paul",,,,"1001 Comics You Must Read Before You Die: The Ultimate Guide to Comic Books, Graphic Novels, and Manga",André Kertész,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Greenough, Sarah",,,,André Kertész,Degas: Impressions of a Great Master,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gruitrooy, Gerhard",,,,Degas: Impressions of a Great Master,Blues: A History of American Music,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Handyside, Christopher",,,,Blues: A History of American Music,"It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health",Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Harris, Robie H.",,,,"It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health",An Introduction to Drawing: An Artist's Guide to Skills & Techniques,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hazlewood, Robin",,,,An Introduction to Drawing: An Artist's Guide to Skills & Techniques,The Gettysburg Address: A Graphic Adaptation,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hennessey, Jonathan",,,,The Gettysburg Address: A Graphic Adaptation,The Black Monday Murders (The Black Monday Murders Series),Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hickman, Jonathan",,,,The Black Monday Murders (The Black Monday Murders Series),Locke & Key Vol. 1: Welcomeome To Lovecraft,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hill, Joe",,,,Locke & Key Vol. 1: Welcomeome To Lovecraft,"Locke & Key, Vol. 5: Clockworks",Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hill, Joe",,,,"Locke & Key, Vol. 5: Clockworks","Locke & Key, Vol. 6: Alpha & Omega",Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hill, Joe",,,,"Locke & Key, Vol. 6: Alpha & Omega",The Cape,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hill, Joe",,,,The Cape,Wraith (NOS4A2 Series),Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hill, Joe",,,,Wraith (NOS4A2 Series),Macbeth (Shakespeare Classics Graphic Novels),Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hinds, Gareth",,,,Macbeth (Shakespeare Classics Graphic Novels),The Complete Idiot's Guide to Drawing People Illustrated,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hoddinott, Brenda",,,,The Complete Idiot's Guide to Drawing People Illustrated,The History of Art (The History of the Humanities and Social Sciences),Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hodge, A.N.",,,,The History of Art (The History of the Humanities and Social Sciences),Animal Stories,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hoey, Peter",,,,Animal Stories,All-Action Classics No. 3: The Odyssey,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homer,,,,All-Action Classics No. 3: The Odyssey,What to Do When I'm Gone: A Mother's Wisdom to Her Daughter,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopkins, Suzy",,,,What to Do When I'm Gone: A Mother's Wisdom to Her Daughter,The Deadliest Diseases Then and Now,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopkinson, Deborah",,,,The Deadliest Diseases Then and Now,"The Last Halloween: Children (The Last Halloween, 1)",Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Howard, Abby",,,,"The Last Halloween: Children (The Last Halloween, 1)",Blackbird: Book 1 The Great Beast (Blackbird Series),Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Humphries, Sam",,,,Blackbird: Book 1 The Great Beast (Blackbird Series),"Shirley Jackson's ""The Lottery"": The Authorized Graphic Adaptation",Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hyman, Miles",,,,"Shirley Jackson's ""The Lottery"": The Authorized Graphic Adaptation",Good Talk: A Memoir in Conversations,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jacob, Mira",,,,Good Talk: A Memoir in Conversations,Green River Killer: A True Detective Story,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jensen, Jeff",,,,Green River Killer: A True Detective Story,Body Talk: 37 Voices Explore Our Radical Anatomy,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jensen, Kelly",,,,Body Talk: 37 Voices Explore Our Radical Anatomy,"Mary's Monster: Love, Madness, and How Mary Shelley Created Frankenstein",Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Judge, Lita",,,,"Mary's Monster: Love, Madness, and How Mary Shelley Created Frankenstein",The Art of Comics (Art Scene),Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kallen, Stuart A.",,,,The Art of Comics (Art Scene),Home Body,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kaur, Rupi",,,,Home Body,Milk and Honey,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kaur, Rupi",,,,Milk and Honey,The Sun and Her Flowers,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kaur, Rupi",,,,The Sun and Her Flowers,Leonardo: Revised Edition,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kemp, Martin",,,,Leonardo: Revised Edition,Leonardo and The Last Supper,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"King, Ross",,,,Leonardo and The Last Supper,The Walking Dead Series,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kirkman, Robert",,,,The Walking Dead Book 15- Robert Kirkman,The Walking Dead Series,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kirkman, Robert",,,,The Walking Dead Book 16- Robert Kirkman,The Walking Dead Series,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kirkman, Robert",,,,"The Walking Dead: A Continuing Story of Survival Horror, Book 1",The Walking Dead Series,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kirkman, Robert",,,,"The Walking Dead: A Continuing Story of Survival Horror, Book 10",The Walking Dead Series,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kirkman, Robert",,,,"The Walking Dead: A Continuing Story of Survival Horror, Book 13",The Walking Dead Series,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kirkman, Robert",,,,"The Walking Dead: A Continuing Story of Survival Horror, Book 2",The Walking Dead Series,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kirkman, Robert",,,,"The Walking Dead: A Continuing Story of Survival Horror, Book 3",The Walking Dead Series,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kirkman, Robert",,,,"The Walking Dead: A Continuing Story of Survival Horror, Book 4",The Walking Dead Series,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kirkman, Robert",,,,"The Walking Dead: A Continuing Story of Survival Horror, Book 6",The Walking Dead Series,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kirkman, Robert",,,,"The Walking Dead: A Continuing Story of Survival Horror, Book 7",The Walking Dead Series,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kirkman, Robert",,,,"The Walking Dead: A Continuing Story of Survival Horror, Book 8",The Walking Dead Series,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kirkman, Robert",,,,"The Walking Dead: A Continuing Story of Survival Horror, Book 9",Gender Queer,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kobabe, Maia",,,,Gender Queer: A Memoir,The History of the Blues (The Music Library),Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Koopmans, Andy",,,,The History of the Blues (The Music Library),Great Masterpieces of the World,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korn, Irene",,,,Great Masterpieces of the World,50 Artists You Should Know,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Köster, Thomas",,,,50 Artists You Should Know,Deep Dark Fears,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Krause, Fran",,,,Deep Dark Fears,The Creeps: A Deep Dark Fears Collection,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Krause, Fran",,,,The Creeps: A Deep Dark Fears Collection,50 Sculptures You Should Know,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kühl, Isabel",,,,50 Sculptures You Should Know,The Complete Idiot's Guide to Drawing Manga: Illustrated,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Layman, John",,,,The Complete Idiot's Guide to Drawing Manga: Illustrated,Secret Origins (Black Hammer Series),Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lemire, Jeff",,,,Secret Origins (Black Hammer Series),The Event (Black Hammer Series),Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lemire, Jeff",,,,The Event (Black Hammer Series),A Map to the Sun,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Leong, Sloane",,,,A Map to the Sun,Coyote Series,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lewis, Sean",,,,"Coyotes, Volume 1 (Coyotes Series)",Coyote Series,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lewis, Sean",,,,"Coyotes, Volume 2 (Coyotes Series)",Puberty is Gross but Also Really Awesome,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loveless, Gina",,,,Puberty is Gross but Also Really Awesome,50 Paintings You Should Know,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lowis, Kristina",,,,50 Paintings You Should Know,The Giver Graphic Novel,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lowry, Lois",,,,The Giver Graphic Novel,Storytelling in Christian Art from Biotto to Donatello,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lubbock, Jules",,,,Storytelling in Christian Art from Biotto to Donatello,The Daughters of Ys,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.T. Anderson,,,,The Daughters of Ys,"The Low, Low Woods",Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Machado, Carmen Maria",,,,"The Low, Low Woods",The League of Super Feminists,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Malle, Mirion",,,,The Leauge of Super Feminists,Discovering Mythology - Gods and Goddesses,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mass, Wendy",,,,Discovering Mythology - Gods and Goddesses,Assasination Classroom Series,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Matsui, Yūsei",,,,Assassination Classroom (Assassination Classroom Series),A Brief History of Manga,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McCarthy, Helen",,,,A Brief History of Manga,SP4RX,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McDonald, Wren",,,,SP4RX,Bloodlust and Bonnets,Wentzville School District,Missouri,yes,September 2022,Response to Law,,Removed from Shelves - While Under Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
